FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop,Deaths
6017,El Dorado County,CA,56.5,154742,3
6019,Fresno County,CA,53.3,717248,49
6021,Glenn County,CA,48.1,20833,3
6023,Humboldt County,CA,56.9,109924,13
6025,Imperial County,CA,64.1,129615,18
6027,Inyo County,CA,0,14312,-1
6029,Kern County,CA,43.9,641115,53
6031,Kings County,CA,35.4,111597,-1
6033,Lake County,CA,51.3,50758,13
6035,Lassen County,CA,30.8,25291,2
6037,Los Angeles County,CA,60.9,7894557,579
6039,Madera County,CA,46.8,114178,5
6041,Marin County,CA,81.9,207495,4
6043,Mariposa County,CA,0,14425,0
6045,Mendocino County,CA,59.3,68430,3
6047,Merced County,CA,38.5,196451,25
6049,Modoc County,CA,0,7122,1
6051,Mono County,CA,0,11875,0
6053,Monterey County,CA,62.2,321346,113
6055,Napa County,CA,69.9,109947,0
6057,Nevada County,CA,55.4,82837,2
6059,Orange County,CA,63.4,2486016,159
6061,Placer County,CA,59.9,310382,12
6063,Plumas County,CA,0,15537,0
6065,Riverside County,CA,49.7,1856392,123
6067,Sacramento County,CA,57.5,1188937,74
6069,San Benito County,CA,54.8,46822,0
6071,San Bernardino County,CA,48.1,1610447,323
6073,San Diego County,CA,49.2,2623534,74
6075,San Francisco County,CA,74.1,763379,17
6077,San Joaquin County,CA,47.7,557577,84
6079,San Luis Obispo County,CA,52,233612,2
6081,San Mateo County,CA,75.9,611410,126
6083,Santa Barbara County,CA,62.7,347943,3
6085,Santa Clara County,CA,78.6,1511937,102
6087,Santa Cruz County,CA,68.8,221314,1
6089,Shasta County,CA,41.7,141263,7
6091,Sierra County,CA,0,2509,0
6093,Siskiyou County,CA,47.4,34803,18
6095,Solano County,CA,55.9,349187,19
6097,Sonoma County,CA,69.2,398831,-2
6099,Stanislaus County,CA,44,402227,244
6101,Sutter County,CA,50.4,71995,4
6103,Tehama County,CA,34.7,49621,10
6105,Trinity County,CA,0,10154,0
6107,Tulare County,CA,45.8,324089,18
6109,Tuolumne County,CA,49.3,45325,3
6111,Ventura County,CA,64.8,655095,27
6113,Yolo County,CA,59.9,174725,5
6115,Yuba County,CA,41.3,57075,7
8001,Adams County,CO,11.6,382230,47
8003,Alamosa County,CO,26,12308,7
8005,Arapahoe County,CO,9.9,503709,45
8007,Archuleta County,CO,26.7,11541,2
8009,Baca County,CO,12.6,2785,0
8011,Bent County,CO,8.5,4716,1
8013,Boulder County,CO,8,264962,5
8014,Broomfield County,CO,46.3,54894,1
8015,Chaffee County,CO,25.9,17285,0
8017,Cheyenne County,CO,10.8,1367,0
8019,Clear Creek County,CO,25.6,8238,0
8021,Conejos County,CO,19.1,6141,11
8023,Costilla County,CO,28.3,3146,3
8025,Crowley County,CO,8.5,5369,2
8027,Custer County,CO,21.6,4371,1
8029,Delta County,CO,23,25048,6
8031,Denver County,CO,9.7,588586,37
8033,Dolores County,CO,18.5,1655,1
8035,Douglas County,CO,9.2,262787,12
8037,Eagle County,CO,42.2,43321,1
8039,Elbert County,CO,22.2,21051,1
8041,El Paso County,CO,14.5,548773,83
8043,Fremont County,CO,20.2,40155,8
8045,Garfield County,CO,31.9,45076,12
8047,Gilpin County,CO,37.6,5333,0
8049,Grand County,CO,37.2,13108,0
8051,Gunnison County,CO,30.9,14547,0
8053,Hinsdale County,CO,19.4,697,0
8055,Huerfano County,CO,22.4,5787,0
8057,Jackson County,CO,16.7,1159,0
8059,Jefferson County,CO,9.8,469683,54
8061,Kiowa County,CO,8.9,1074,0
8063,Kit Carson County,CO,17.2,5312,0
8065,Lake County,CO,34.2,6521,0
8067,La Plata County,CO,40.1,45749,2
8069,Larimer County,CO,6.9,287767,16
8071,Las Animas County,CO,25.3,11904,3
8073,Lincoln County,CO,16,4538,0
8075,Logan County,CO,15.6,18395,2
8077,Mesa County,CO,6.6,121401,38
8079,Mineral County,CO,30.9,661,0
8081,Moffat County,CO,20.5,9908,4
8083,Montezuma County,CO,30.7,20524,1
8085,Montrose County,CO,20.4,33692,8
8087,Morgan County,CO,27.9,21551,3
8089,Otero County,CO,20.9,13909,3
8091,Ouray County,CO,31.3,4196,0
8093,Park County,CO,24.5,16017,0
8095,Phillips County,CO,24.7,3232,0
8097,Pitkin County,CO,39.4,15156,0
8099,Prowers County,CO,19.9,9048,1
8101,Pueblo County,CO,6.8,131010,41
8103,Rio Blanco County,CO,13,4785,1
8105,Rio Grande County,CO,30.1,8747,2
8107,Routt County,CO,43.3,21087,1
8109,Saguache County,CO,14.3,5381,1
8111,San Juan County,CO,35.3,637,0
8113,San Miguel County,CO,53.2,6765,1
8115,Sedgwick County,CO,20.8,1808,1
8117,Summit County,CO,53.4,25982,1
8119,Teller County,CO,21.5,21098,4
8121,Washington County,CO,14.6,3811,1
8123,Weld County,CO,7.5,240449,17
8125,Yuma County,CO,19.4,7274,0
9001,Fairfield County,CT,73.8,733666,37
9003,Hartford County,CT,70.3,705457,45
9005,Litchfield County,CT,70.8,147960,5
9007,Middlesex County,CT,77.8,134377,12
9009,New Haven County,CT,70.1,683540,62
9011,New London County,CT,72.2,214254,10
9013,Tolland County,CT,62.5,124818,5
9015,Windham County,CT,58.6,93775,4
10001,Kent County,DE,47.6,139553,15
10003,New Castle County,DE,60.5,439354,37
10005,Sussex County,DE,61,191285,16
11001,District of Columbia,DC,59.3,577581,36
12001,Alachua County,FL,58.2,220754,10
12003,Baker County,FL,25.2,22239,2
12005,Bay County,FL,40.3,138722,8
12007,Bradford County,FL,29.7,22730,2
12009,Brevard County,FL,54.1,492787,53
12011,Broward County,FL,58.7,1542553,177
12013,Calhoun County,FL,28.5,11296,2
12015,Charlotte County,FL,57.3,166579,21
12017,Citrus County,FL,50.1,127662,19
12019,Clay County,FL,39.1,168898,12
12021,Collier County,FL,62.1,320147,23
12023,Columbia County,FL,33.9,56246,1
12027,DeSoto County,FL,38,30849,4
12029,Dixie County,FL,26.9,13753,0
12031,Duval County,FL,49.7,742007,92
12033,Escambia County,FL,44.3,252085,27
12035,Flagler County,FL,55.1,95954,3
12037,Franklin County,FL,39.8,10258,3
12039,Gadsden County,FL,49.3,35804,5
12041,Gilchrist County,FL,28.4,14885,1
12043,Glades County,FL,25.9,11823,0
12045,Gulf County,FL,40.6,11147,3
12047,Hamilton County,FL,30.2,11684,0
12049,Hardee County,FL,32,20079,2
12051,Hendry County,FL,40.5,30800,5
12053,Hernando County,FL,46,158562,23
12055,Highlands County,FL,43.2,88350,15
12057,Hillsborough County,FL,50.8,1146730,121
12059,Holmes County,FL,25.3,15624,0
12061,Indian River County,FL,57.9,134897,7
12063,Jackson County,FL,36,37647,2
12065,Jefferson County,FL,53,11888,1
12067,Lafayette County,FL,30.6,6744,0
12069,Lake County,FL,57.7,297740,30
12071,Lee County,FL,53.4,637068,50
12073,Leon County,FL,48.6,238914,18
12075,Levy County,FL,37.4,33437,3
12077,Liberty County,FL,28.2,6902,0
12079,Madison County,FL,36.8,15088,0
12081,Manatee County,FL,53.1,330760,25
12083,Marion County,FL,48.9,298065,41
12085,Martin County,FL,56.6,134916,15
12086,Miami-Dade County,FL,68.1,2167261,297
12087,Monroe County,FL,65.6,62977,3
12089,Nassau County,FL,49.9,71160,3
12091,Okaloosa County,FL,47.3,163900,6
12093,Okeechobee County,FL,39.3,33207,1
12095,Orange County,FL,57.3,1087498,61
12097,Osceola County,FL,57.7,285151,29
12099,Palm Beach County,FL,57.3,1212991,113
12101,Pasco County,FL,49.8,441832,59
12103,Pinellas County,FL,56.3,819951,62
12105,Polk County,FL,46.1,565542,77
12107,Putnam County,FL,32.3,58753,15
12109,St. Johns County,FL,62.6,207481,12
12111,St. Lucie County,FL,48.4,264186,31
12113,Santa Rosa County,FL,40.9,144119,6
12115,Sarasota County,FL,62,372818,32
12117,Seminole County,FL,52.8,373628,28
12119,Sumter County,FL,71.1,123025,9
12121,Suwannee County,FL,30.9,35076,2
12123,Taylor County,FL,30.9,17310,2
12125,Union County,FL,26.9,12225,2
12127,Volusia County,FL,50.5,456508,54
12129,Wakulla County,FL,37.6,26751,1
12131,Walton County,FL,39.5,58987,2
12133,Washington County,FL,25.9,20398,1
13001,Appling County,GA,8.5,13873,1
13003,Atkinson County,GA,7.5,6025,4
13005,Bacon County,GA,8.5,8331,4
13007,Baker County,GA,28.3,2447,1
13009,Baldwin County,GA,7.3,36602,7
13011,Banks County,GA,10,14968,3
13013,Barrow County,GA,15.3,61820,10
13015,Bartow County,GA,11.5,82047,13
13017,Ben Hill County,GA,7.5,12605,4
13019,Berrien County,GA,15.1,14760,2
13021,Bibb County,GA,20.5,116041,19
13023,Bleckley County,GA,4.9,10302,0
13025,Brantley County,GA,8.1,14683,4
13027,Brooks County,GA,27.8,12122,3
13029,Bryan County,GA,33.4,27979,2
13031,Bulloch County,GA,23.5,63851,8
13033,Burke County,GA,37.2,16641,4
13035,Butts County,GA,9.5,19833,7
13037,Calhoun County,GA,11.3,5141,1
13039,Camden County,GA,40.3,41483,4
13043,Candler County,GA,13.3,8107,3
13045,Carroll County,GA,19.7,91687,8
13047,Catoosa County,GA,11.6,52313,3
13049,Charlton County,GA,6.6,10935,3
13051,Chatham County,GA,42.7,229084,10
13053,Chattahoochee County,GA,99.9,8447,2
13055,Chattooga County,GA,8.3,19248,5
13057,Cherokee County,GA,28.5,196911,18
13059,Clarke County,GA,20,106329,5
13061,Clay County,GA,22.3,2287,0
13063,Clayton County,GA,15.8,211634,57
13065,Clinch County,GA,28.2,4958,1
13067,Cobb County,GA,37.9,583231,65
13069,Coffee County,GA,23.3,32708,6
13071,Colquitt County,GA,13.8,33909,11
13073,Columbia County,GA,25,117374,11
13075,Cook County,GA,34.2,12946,1
13077,Coweta County,GA,24.2,112755,14
13079,Crawford County,GA,14.4,9899,2
13081,Crisp County,GA,13.3,17021,11
13083,Dade County,GA,13.7,13028,0
13085,Dawson County,GA,7.6,20853,7
13087,Decatur County,GA,32.8,19996,3
13089,DeKalb County,GA,29.3,584968,76
13091,Dodge County,GA,5,16643,3
13093,Dooly County,GA,11.6,11188,-1
13095,Dougherty County,GA,16.1,67169,9
13097,Douglas County,GA,24.9,108767,17
13099,Early County,GA,10.1,7657,-1
13101,Echols County,GA,11.3,2963,0
13103,Effingham County,GA,20.1,47339,5
13105,Elbert County,GA,14.9,15034,2
13107,Emanuel County,GA,24,17032,2
13109,Evans County,GA,17.1,7842,2
13111,Fannin County,GA,17.4,21950,2
13113,Fayette County,GA,33,88100,8
13115,Floyd County,GA,11.4,75897,16
13117,Forsyth County,GA,20.4,178574,18
13119,Franklin County,GA,8.8,18249,1
13121,Fulton County,GA,27.5,835904,105
13123,Gilmer County,GA,9.3,25438,5
13125,Glascock County,GA,9.1,2328,0
13127,Glynn County,GA,44.4,67065,6
13129,Gordon County,GA,9.7,44119,6
13131,Grady County,GA,10.3,18531,4
13133,Greene County,GA,40.1,14883,-2
13135,Gwinnett County,GA,28.9,687242,64
13137,Habersham County,GA,14.3,35229,3
13139,Hall County,GA,26.9,153638,27
13141,Hancock County,GA,6.2,7175,4
13143,Haralson County,GA,10.6,22637,8
13145,Harris County,GA,17.4,27721,4
13147,Hart County,GA,25.3,20783,5
13149,Heard County,GA,9.5,9284,3
13151,Henry County,GA,17.3,175285,12
13153,Houston County,GA,33.4,117543,18
13155,Irwin County,GA,7.8,7458,3
13157,Jackson County,GA,22.2,54499,0
13159,Jasper County,GA,12.5,10924,1
13161,Jeff Davis County,GA,5.7,11177,0
13163,Jefferson County,GA,25.7,11799,3
13165,Jenkins County,GA,16.2,6959,0
13167,Johnson County,GA,7.8,7827,1
13169,Jones County,GA,18.7,22203,2
13171,Lamar County,GA,8,15106,2
13173,Lanier County,GA,8.1,7929,0
13175,Laurens County,GA,18.1,35914,6
13177,Lee County,GA,10.5,22122,1
13179,Liberty County,GA,39.3,44034,4
13181,Lincoln County,GA,14.4,6444,2
13183,Long County,GA,3.9,14239,2
13185,Lowndes County,GA,23.5,89086,8
13187,Lumpkin County,GA,5.8,27813,9
13189,McDuffie County,GA,13.3,16012,4
13191,McIntosh County,GA,32.4,12111,0
13193,Macon County,GA,12.4,10551,7
13195,Madison County,GA,18.7,23048,0
13197,Marion County,GA,10,6633,5
13199,Meriwether County,GA,20.3,16718,5
13201,Miller County,GA,11.4,4410,1
13205,Mitchell County,GA,11.9,16956,2
13207,Monroe County,GA,6.9,21985,2
13209,Montgomery County,GA,15.7,7342,0
13211,Morgan County,GA,19.6,14938,1
13213,Murray County,GA,9.6,30292,6
13215,Muscogee County,GA,31.7,147358,47
13217,Newton County,GA,12.7,82882,25
13219,Oconee County,GA,25.9,29670,1
13221,Oglethorpe County,GA,24.6,12099,2
13223,Paulding County,GA,17,125010,19
13225,Peach County,GA,7.7,21821,11
13227,Pickens County,GA,10.8,26138,1
13229,Pierce County,GA,22.6,14696,6
13231,Pike County,GA,9.4,14613,3
13233,Polk County,GA,8.2,31800,6
13235,Pulaski County,GA,8.5,9128,1
13237,Putnam County,GA,7.8,17786,2
13239,Quitman County,GA,9.3,1869,1
13241,Rabun County,GA,23.7,14298,1
13243,Randolph County,GA,8,5401,0
13245,Richmond County,GA,31.2,156465,30
13247,Rockdale County,GA,11.8,68889,6
13249,Schley County,GA,12.3,4003,0
13251,Screven County,GA,31.6,11008,2
13253,Seminole County,GA,7.2,6406,0
13255,Spalding County,GA,10.4,51061,15
13257,Stephens County,GA,7,20097,0
13259,Stewart County,GA,14.3,5904,0
13261,Sumter County,GA,34.7,22842,5
13263,Talbot County,GA,23.5,5186,1
13265,Taliaferro County,GA,13,1278,0
13267,Tattnall County,GA,8.4,20127,4
13269,Taylor County,GA,24.3,6422,1
13271,Telfair County,GA,14,13318,3
13273,Terrell County,GA,15.3,6568,2
13275,Thomas County,GA,17.3,33932,3
13277,Tift County,GA,16.5,30600,7
13279,Toombs County,GA,12.9,19778,6
13281,Towns County,GA,6.8,10505,5
13283,Treutlen County,GA,6.9,5329,7
13285,Troup County,GA,16.7,52959,13
13287,Turner County,GA,13.9,6029,3
13289,Twiggs County,GA,5.9,6558,4
13291,Union County,GA,8.6,20737,8
13293,Upson County,GA,33.6,20374,7
13295,Walker County,GA,19,54746,3
13297,Walton County,GA,20.3,71492,10
13299,Ware County,GA,20.1,27062,4
13301,Warren County,GA,10.5,4196,3
13303,Washington County,GA,8.7,15977,2
13305,Wayne County,GA,28.6,22665,3
13307,Webster County,GA,13.5,2124,0
13309,Wheeler County,GA,5.2,6524,1
13311,White County,GA,6.6,24763,4
13313,Whitfield County,GA,17.8,77675,6
13315,Wilcox County,GA,7.7,6998,1
13317,Wilkes County,GA,12.4,7735,3
13319,Wilkinson County,GA,15.5,6934,-1
13321,Worth County,GA,11,15787,1
15001,Hawaii County,HI,0,158312,2
15003,Honolulu County,HI,0,769692,26
15007,Kauai County,HI,0,56631,0
15009,Maui County,HI,0,131283,6
16001,Ada County,ID,58.3,369857,22
16003,Adams County,ID,39.3,3549,0
16005,Bannock County,ID,47.8,65104,4
16007,Bear Lake County,ID,45.1,4478,0
16009,Benewah County,ID,44.3,7245,1
16011,Bingham County,ID,44.9,32589,1
16013,Blaine County,ID,77.7,18163,0
16015,Boise County,ID,29.4,6551,0
16017,Bonner County,ID,39.5,36726,3
16019,Bonneville County,ID,49.4,82945,8
16021,Boundary County,ID,31.4,9429,1
16023,Butte County,ID,42.1,1966,0
16025,Camas County,ID,39,862,0
16027,Canyon County,ID,39.7,165731,20
16029,Caribou County,ID,36.9,5079,0
16031,Cassia County,ID,33.9,16443,2
16033,Clark County,ID,34.7,659,0
16035,Clearwater County,ID,36.9,7374,1
16037,Custer County,ID,42.4,3574,0
16039,Elmore County,ID,37.2,20550,4
16041,Franklin County,ID,38.6,9507,1
16043,Fremont County,ID,40.7,9869,0
16045,Gem County,ID,36.2,13979,1
16047,Gooding County,ID,37.8,11100,0
16049,Idaho County,ID,27.6,13446,0
16051,Jefferson County,ID,39.2,19816,7
16053,Jerome County,ID,38.8,16966,0
16055,Kootenai County,ID,41.4,128218,10
16057,Latah County,ID,52,32723,1
16059,Lemhi County,ID,43.7,6530,0
16061,Lewis County,ID,44,3007,2
16063,Lincoln County,ID,36.6,3898,0
16065,Madison County,ID,44.6,29212,1
16067,Minidoka County,ID,36.2,15022,1
16069,Nez Perce County,ID,48,31776,3
16071,Oneida County,ID,39.8,3247,0
16073,Owyhee County,ID,29,8816,3
16075,Payette County,ID,30.3,17756,2
16077,Power County,ID,51.5,5333,0
16079,Shoshone County,ID,41,10245,1
16081,Teton County,ID,59.3,9252,0
16083,Twin Falls County,ID,43,63074,5
16085,Valley County,ID,57.4,9310,0
16087,Washington County,ID,37.1,7888,1
17001,Adams County,IL,48.8,50674,8
17003,Alexander County,IL,25.7,4481,0
17005,Bond County,IL,44.1,13292,0
17007,Boone County,IL,50.3,40407,7
17009,Brown County,IL,28.8,5529,0
17011,Bureau County,IL,47.2,25754,3
17013,Calhoun County,IL,51.6,3783,0
17015,Carroll County,IL,56.6,11549,1
17017,Cass County,IL,52.4,9186,3
17019,Champaign County,IL,54.9,170397,12
17021,Christian County,IL,40.6,25804,2
17023,Clark County,IL,39.2,11998,1
17025,Clay County,IL,34.2,10200,0
17027,Clinton County,IL,47.6,29653,1
17029,Coles County,IL,37.9,41564,7
17031,Cook County,IL,58.6,4036995,532
17033,Crawford County,IL,43.1,14965,-1
17035,Cumberland County,IL,32.7,8371,0
17037,DeKalb County,IL,46.1,82430,2
17039,De Witt County,IL,44.9,12346,5
17041,Douglas County,IL,42.1,14660,1
17043,DuPage County,IL,65.6,715343,55
17045,Edgar County,IL,38.3,13694,2
17047,Edwards County,IL,35.9,4954,0
17049,Effingham County,IL,40.2,25870,1
17051,Fayette County,IL,26.5,16898,0
17053,Ford County,IL,48.5,10026,4
17055,Franklin County,IL,35.7,29993,8
17057,Fulton County,IL,46.8,27663,8
17059,Gallatin County,IL,45.9,3866,0
17061,Greene County,IL,38.3,10200,1
17063,Grundy County,IL,46.5,38268,7
17065,Hamilton County,IL,33.3,6343,1
17067,Hancock County,IL,42.6,14009,0
17069,Hardin County,IL,34.9,3152,0
17071,Henderson County,IL,42.2,5433,0
17073,Henry County,IL,53.1,38104,7
17075,Iroquois County,IL,43.3,21252,4
17077,Jackson County,IL,41.4,46322,2
17079,Jasper County,IL,33.6,7381,0
17081,Jefferson County,IL,36.4,29288,3
17083,Jersey County,IL,49.3,17324,3
17085,Jo Daviess County,IL,73.7,17257,0
17087,Johnson County,IL,30.4,10142,2
17089,Kane County,IL,55.1,399424,46
17091,Kankakee County,IL,42.3,85161,11
17093,Kendall County,IL,57.1,92730,8
17095,Knox County,IL,48.5,39785,18
17097,Lake County,IL,60.6,530369,47
17099,LaSalle County,IL,47.1,85538,13
17101,Lawrence County,IL,29.7,12711,2
17103,Lee County,IL,46.9,27412,2
17105,Livingston County,IL,39.9,27965,7
17107,Logan County,IL,43.2,23117,7
17109,McDonough County,IL,40.2,24559,6
17111,McHenry County,IL,55.6,236472,13
17113,McLean County,IL,53.5,135072,16
17115,Macon County,IL,44.6,80909,18
17117,Macoupin County,IL,46.1,35457,8
17119,Madison County,IL,50,205885,15
17121,Marion County,IL,38.1,28576,2
17123,Marshall County,IL,48.8,9119,1
17125,Mason County,IL,46,10570,3
17127,Massac County,IL,32.3,10796,0
17129,Menard County,IL,50.9,9565,0
