FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop,Deaths
5141,Van Buren County,AR,33.7,13327,0
5143,Washington County,AR,39.8,181437,5
5145,White County,AR,34.2,60632,2
5147,Woodruff County,AR,45.2,4968,1
5149,Yell County,AR,35,16163,0
6001,Alameda County,CA,67,1331230,-17
6003,Alpine County,CA,0,929,0
6005,Amador County,CA,40.7,33742,0
6007,Butte County,CA,42.8,174793,-8
6009,Calaveras County,CA,41.2,38077,5
6011,Colusa County,CA,46.6,15706,1
6013,Contra Costa County,CA,68.7,894879,13
6015,Del Norte County,CA,31.7,21990,2
6017,El Dorado County,CA,50.4,154742,0
6019,Fresno County,CA,48.3,717248,28
6021,Glenn County,CA,44.3,20833,1
6023,Humboldt County,CA,51.4,109924,6
6025,Imperial County,CA,55.5,129615,15
6027,Inyo County,CA,0,14312,-1
6029,Kern County,CA,39.7,641115,35
6031,Kings County,CA,30.5,111597,-2
6033,Lake County,CA,47.3,50758,2
6035,Lassen County,CA,29.1,25291,0
6037,Los Angeles County,CA,54.7,7894557,440
6039,Madera County,CA,43.1,114178,5
6041,Marin County,CA,78,207495,1
6043,Mariposa County,CA,0,14425,0
6045,Mendocino County,CA,55.1,68430,1
6047,Merced County,CA,34.6,196451,12
6049,Modoc County,CA,0,7122,0
6051,Mono County,CA,0,11875,0
6053,Monterey County,CA,56.2,321346,0
6055,Napa County,CA,64.9,109947,1
6057,Nevada County,CA,49.3,82837,2
6059,Orange County,CA,57.3,2486016,100
6061,Placer County,CA,54.7,310382,6
6063,Plumas County,CA,0,15537,0
6065,Riverside County,CA,44.8,1856392,30
6067,Sacramento County,CA,51.1,1188937,42
6069,San Benito County,CA,49,46822,0
6071,San Bernardino County,CA,42.6,1610447,106
6073,San Diego County,CA,40.4,2623534,50
6075,San Francisco County,CA,68.7,763379,9
6077,San Joaquin County,CA,42.9,557577,58
6079,San Luis Obispo County,CA,47.7,233612,2
6081,San Mateo County,CA,69.8,611410,28
6083,Santa Barbara County,CA,57.7,347943,3
6085,Santa Clara County,CA,72.1,1511937,69
6087,Santa Cruz County,CA,63.4,221314,0
6089,Shasta County,CA,38,141263,2
6091,Sierra County,CA,0,2509,0
6093,Siskiyou County,CA,42.4,34803,10
6095,Solano County,CA,50.3,349187,7
6097,Sonoma County,CA,64.2,398831,4
6099,Stanislaus County,CA,40.3,402227,199
6101,Sutter County,CA,45,71995,1
6103,Tehama County,CA,31.5,49621,10
6105,Trinity County,CA,0,10154,0
6107,Tulare County,CA,42.2,324089,10
6109,Tuolumne County,CA,46.9,45325,2
6111,Ventura County,CA,59,655095,16
6113,Yolo County,CA,55.2,174725,2
6115,Yuba County,CA,35.4,57075,4
8001,Adams County,CO,4.1,382230,31
8003,Alamosa County,CO,21.8,12308,3
8005,Arapahoe County,CO,3.4,503709,34
8007,Archuleta County,CO,24,11541,1
8009,Baca County,CO,10.1,2785,0
8011,Bent County,CO,7.3,4716,0
8013,Boulder County,CO,2.9,264962,2
8014,Broomfield County,CO,40.4,54894,0
8015,Chaffee County,CO,23.5,17285,0
8017,Cheyenne County,CO,9.5,1367,0
8019,Clear Creek County,CO,22.9,8238,0
8021,Conejos County,CO,14.8,6141,3
8023,Costilla County,CO,24.1,3146,1
8025,Crowley County,CO,7.3,5369,1
8027,Custer County,CO,19.7,4371,0
8029,Delta County,CO,20.4,25048,2
8031,Denver County,CO,3.3,588586,19
8033,Dolores County,CO,16.4,1655,1
8035,Douglas County,CO,3.2,262787,5
8037,Eagle County,CO,37.4,43321,1
8039,Elbert County,CO,18.9,21051,0
8041,El Paso County,CO,7.7,548773,49
8043,Fremont County,CO,17,40155,7
8045,Garfield County,CO,27,45076,4
8047,Gilpin County,CO,33.6,5333,0
8049,Grand County,CO,33.2,13108,-1
8051,Gunnison County,CO,28.2,14547,0
8053,Hinsdale County,CO,16.6,697,0
8055,Huerfano County,CO,19.6,5787,0
8057,Jackson County,CO,14.3,1159,0
8059,Jefferson County,CO,3.5,469683,37
8061,Kiowa County,CO,7.1,1074,0
8063,Kit Carson County,CO,15.5,5312,0
8065,Lake County,CO,29.7,6521,0
8067,La Plata County,CO,37,45749,2
8069,Larimer County,CO,2.9,287767,9
8071,Las Animas County,CO,22.5,11904,2
8073,Lincoln County,CO,13.9,4538,0
8075,Logan County,CO,13.3,18395,1
8077,Mesa County,CO,3.7,121401,18
8079,Mineral County,CO,26,661,0
8081,Moffat County,CO,17,9908,0
8083,Montezuma County,CO,28,20524,1
8085,Montrose County,CO,18.3,33692,3
8087,Morgan County,CO,24.5,21551,1
8089,Otero County,CO,17.9,13909,2
8091,Ouray County,CO,29.4,4196,0
8093,Park County,CO,21.1,16017,0
8095,Phillips County,CO,20.3,3232,0
8097,Pitkin County,CO,28.9,15156,0
8099,Prowers County,CO,17.2,9048,1
8101,Pueblo County,CO,2.4,131010,22
8103,Rio Blanco County,CO,9.7,4785,0
8105,Rio Grande County,CO,26.2,8747,2
8107,Routt County,CO,39.5,21087,0
8109,Saguache County,CO,12,5381,0
8111,San Juan County,CO,28.4,637,0
8113,San Miguel County,CO,49.3,6765,0
8115,Sedgwick County,CO,18.1,1808,0
8117,Summit County,CO,48.3,25982,1
8119,Teller County,CO,17.9,21098,1
8121,Washington County,CO,12.6,3811,1
8123,Weld County,CO,2.5,240449,11
8125,Yuma County,CO,16.7,7274,0
9001,Fairfield County,CT,67,733666,31
9003,Hartford County,CT,64.4,705457,31
9005,Litchfield County,CT,64.2,147960,4
9007,Middlesex County,CT,72.8,134377,9
9009,New Haven County,CT,63.9,683540,50
9011,New London County,CT,66.4,214254,7
9013,Tolland County,CT,58.3,124818,5
9015,Windham County,CT,53.4,93775,3
10001,Kent County,DE,42.2,139553,10
10003,New Castle County,DE,53.7,439354,15
10005,Sussex County,DE,55.9,191285,10
11001,District of Columbia,DC,54.1,577581,27
12001,Alachua County,FL,53.9,220754,8
12003,Baker County,FL,22.9,22239,2
12005,Bay County,FL,36.7,138722,8
12007,Bradford County,FL,27.1,22730,2
12009,Brevard County,FL,49.1,492787,42
12011,Broward County,FL,51.1,1542553,167
12013,Calhoun County,FL,26.5,11296,2
12015,Charlotte County,FL,54.1,166579,20
12017,Citrus County,FL,46,127662,18
12019,Clay County,FL,35.1,168898,11
12021,Collier County,FL,56.9,320147,16
12023,Columbia County,FL,30.6,56246,1
12027,DeSoto County,FL,34.5,30849,4
12029,Dixie County,FL,24.9,13753,0
12031,Duval County,FL,45.1,742007,98
12033,Escambia County,FL,40.3,252085,21
12035,Flagler County,FL,50.9,95954,1
12037,Franklin County,FL,38,10258,3
12039,Gadsden County,FL,44.9,35804,6
12041,Gilchrist County,FL,26.2,14885,1
12043,Glades County,FL,23.9,11823,0
12045,Gulf County,FL,37.9,11147,3
12047,Hamilton County,FL,28.3,11684,0
12049,Hardee County,FL,28.5,20079,2
12051,Hendry County,FL,36.2,30800,4
12053,Hernando County,FL,41.7,158562,22
12055,Highlands County,FL,39.9,88350,15
12057,Hillsborough County,FL,45.3,1146730,113
12059,Holmes County,FL,23.7,15624,0
12061,Indian River County,FL,53.3,134897,6
12063,Jackson County,FL,34,37647,2
12065,Jefferson County,FL,50.1,11888,1
12067,Lafayette County,FL,28.8,6744,0
12069,Lake County,FL,53.1,297740,31
12071,Lee County,FL,48.7,637068,45
12073,Leon County,FL,44.7,238914,15
12075,Levy County,FL,33.8,33437,2
12077,Liberty County,FL,26.8,6902,0
12079,Madison County,FL,34.9,15088,0
12081,Manatee County,FL,48.4,330760,23
12083,Marion County,FL,44.3,298065,29
12085,Martin County,FL,52.3,134916,10
12086,Miami-Dade County,FL,55.7,2167261,249
12087,Monroe County,FL,58,62977,1
12089,Nassau County,FL,47,71160,2
12091,Okaloosa County,FL,42.2,163900,6
12093,Okeechobee County,FL,36.2,33207,1
12095,Orange County,FL,49.6,1087498,53
12097,Osceola County,FL,48.2,285151,25
12099,Palm Beach County,FL,51.3,1212991,105
12101,Pasco County,FL,44.7,441832,38
12103,Pinellas County,FL,51.5,819951,58
12105,Polk County,FL,40.3,565542,68
12107,Putnam County,FL,28.5,58753,13
12109,St. Johns County,FL,58.9,207481,12
12111,St. Lucie County,FL,42.7,264186,28
12113,Santa Rosa County,FL,37.3,144119,6
12115,Sarasota County,FL,57.5,372818,30
12117,Seminole County,FL,47.2,373628,24
12119,Sumter County,FL,68.5,123025,6
12121,Suwannee County,FL,28.5,35076,1
12123,Taylor County,FL,28.8,17310,2
12125,Union County,FL,24.9,12225,2
12127,Volusia County,FL,45.7,456508,48
12129,Wakulla County,FL,34.7,26751,1
12131,Walton County,FL,36.3,58987,1
12133,Washington County,FL,24,20398,1
13001,Appling County,GA,6.3,13873,1
13003,Atkinson County,GA,4.7,6025,3
13005,Bacon County,GA,5.1,8331,3
13007,Baker County,GA,25.3,2447,0
13009,Baldwin County,GA,4.2,36602,4
13011,Banks County,GA,7.4,14968,5
13013,Barrow County,GA,10.3,61820,4
13015,Bartow County,GA,8.2,82047,10
13017,Ben Hill County,GA,5.2,12605,2
13019,Berrien County,GA,12.8,14760,2
13021,Bibb County,GA,17.5,116041,10
13023,Bleckley County,GA,3,10302,0
13025,Brantley County,GA,6.6,14683,3
13027,Brooks County,GA,25.2,12122,1
13029,Bryan County,GA,29,27979,2
13031,Bulloch County,GA,21,63851,7
13033,Burke County,GA,31.1,16641,3
13035,Butts County,GA,6.3,19833,5
13037,Calhoun County,GA,9.1,5141,0
13039,Camden County,GA,35.9,41483,2
13043,Candler County,GA,10,8107,2
13045,Carroll County,GA,15.8,91687,5
13047,Catoosa County,GA,8,52313,1
13049,Charlton County,GA,4.1,10935,1
13051,Chatham County,GA,38.3,229084,5
13053,Chattahoochee County,GA,99.9,8447,1
13055,Chattooga County,GA,5.5,19248,3
13057,Cherokee County,GA,23.2,196911,12
13059,Clarke County,GA,16.7,106329,3
13061,Clay County,GA,17.7,2287,0
13063,Clayton County,GA,10.8,211634,33
13065,Clinch County,GA,24.9,4958,1
13067,Cobb County,GA,31.4,583231,35
13069,Coffee County,GA,20.7,32708,0
13071,Colquitt County,GA,10.5,33909,6
13073,Columbia County,GA,20.8,117374,7
13075,Cook County,GA,30.6,12946,0
13077,Coweta County,GA,19.7,112755,5
13079,Crawford County,GA,12.6,9899,1
13081,Crisp County,GA,10.3,17021,4
13083,Dade County,GA,11.5,13028,0
13085,Dawson County,GA,4.7,20853,4
13087,Decatur County,GA,28.5,19996,0
13089,DeKalb County,GA,23.8,584968,46
13091,Dodge County,GA,3.2,16643,1
13093,Dooly County,GA,9.4,11188,1
13095,Dougherty County,GA,13.1,67169,2
13097,Douglas County,GA,19.1,108767,11
13099,Early County,GA,7.5,7657,0
13101,Echols County,GA,9.5,2963,0
13103,Effingham County,GA,17,47339,1
13105,Elbert County,GA,12.6,15034,2
13107,Emanuel County,GA,20.6,17032,1
13109,Evans County,GA,12.8,7842,0
13111,Fannin County,GA,15.8,21950,3
13113,Fayette County,GA,26.9,88100,6
13115,Floyd County,GA,8.7,75897,12
13117,Forsyth County,GA,15.2,178574,12
13119,Franklin County,GA,5.7,18249,-2
13121,Fulton County,GA,22.6,835904,51
13123,Gilmer County,GA,6.7,25438,3
13125,Glascock County,GA,6.9,2328,0
13127,Glynn County,GA,41.4,67065,6
13129,Gordon County,GA,6.2,44119,3
13131,Grady County,GA,7.4,18531,2
13133,Greene County,GA,36.4,14883,-2
13135,Gwinnett County,GA,22.2,687242,36
13137,Habersham County,GA,11.1,35229,-1
13139,Hall County,GA,22,153638,19
13141,Hancock County,GA,3.8,7175,2
13143,Haralson County,GA,7.9,22637,4
13145,Harris County,GA,14.6,27721,2
13147,Hart County,GA,23,20783,4
13149,Heard County,GA,6.6,9284,3
13151,Henry County,GA,12.7,175285,6
13153,Houston County,GA,29.5,117543,13
13155,Irwin County,GA,6.1,7458,2
13157,Jackson County,GA,18.2,54499,-5
13159,Jasper County,GA,10.4,10924,1
13161,Jeff Davis County,GA,4,11177,-1
13163,Jefferson County,GA,21.2,11799,3
13165,Jenkins County,GA,14.2,6959,0
13167,Johnson County,GA,5.5,7827,1
13169,Jones County,GA,16,22203,0
13171,Lamar County,GA,6.1,15106,1
13173,Lanier County,GA,6.9,7929,0
13175,Laurens County,GA,15.3,35914,2
13177,Lee County,GA,8,22122,0
13179,Liberty County,GA,33.4,44034,2
13181,Lincoln County,GA,12,6444,2
13183,Long County,GA,2.3,14239,2
13185,Lowndes County,GA,20.9,89086,5
13187,Lumpkin County,GA,3,27813,6
13189,McDuffie County,GA,9.5,16012,2
13191,McIntosh County,GA,30,12111,0
13193,Macon County,GA,9.5,10551,4
13195,Madison County,GA,15,23048,0
13197,Marion County,GA,7,6633,2
13199,Meriwether County,GA,16.7,16718,4
13201,Miller County,GA,7.9,4410,0
13205,Mitchell County,GA,8.6,16956,0
13207,Monroe County,GA,5,21985,-1
13209,Montgomery County,GA,13.9,7342,-2
13211,Morgan County,GA,16.9,14938,1
13213,Murray County,GA,5.7,30292,3
13215,Muscogee County,GA,27.6,147358,26
13217,Newton County,GA,8.1,82882,17
13219,Oconee County,GA,22,29670,1
13221,Oglethorpe County,GA,21.7,12099,1
13223,Paulding County,GA,12.5,125010,13
13225,Peach County,GA,4.8,21821,1
13227,Pickens County,GA,8,26138,-1
13229,Pierce County,GA,20.7,14696,0
13231,Pike County,GA,6.7,14613,1
13233,Polk County,GA,5.5,31800,3
13235,Pulaski County,GA,5.1,9128,1
13237,Putnam County,GA,5.3,17786,-1
13239,Quitman County,GA,8.2,1869,0
13241,Rabun County,GA,20.2,14298,0
13243,Randolph County,GA,5.7,5401,0
13245,Richmond County,GA,25.7,156465,12
13247,Rockdale County,GA,6.3,68889,2
13249,Schley County,GA,10.7,4003,-1
13251,Screven County,GA,28.2,11008,0
13253,Seminole County,GA,3.6,6406,0
13255,Spalding County,GA,6.2,51061,7
13257,Stephens County,GA,4,20097,-1
13259,Stewart County,GA,12.5,5904,0
13261,Sumter County,GA,31.3,22842,3
13263,Talbot County,GA,20.1,5186,0
13265,Taliaferro County,GA,8.9,1278,0
13267,Tattnall County,GA,5.5,20127,0
13269,Taylor County,GA,21.8,6422,0
13271,Telfair County,GA,12.2,13318,1
13273,Terrell County,GA,11.3,6568,1
13275,Thomas County,GA,14.3,33932,1
13277,Tift County,GA,14.3,30600,2
13279,Toombs County,GA,9,19778,3
13281,Towns County,GA,4.4,10505,1
13283,Treutlen County,GA,5.3,5329,2
13285,Troup County,GA,13.6,52959,6
13287,Turner County,GA,10.1,6029,0
13289,Twiggs County,GA,3.1,6558,2
13291,Union County,GA,6.1,20737,0
13293,Upson County,GA,30.4,20374,5
13295,Walker County,GA,15.6,54746,0
13297,Walton County,GA,16,71492,6
13299,Ware County,GA,17.9,27062,0
13301,Warren County,GA,6.9,4196,3
13303,Washington County,GA,7.1,15977,2
13305,Wayne County,GA,25.5,22665,2
13307,Webster County,GA,10.2,2124,0
13309,Wheeler County,GA,4.1,6524,0
13311,White County,GA,4.3,24763,0
13313,Whitfield County,GA,13.4,77675,0
13315,Wilcox County,GA,5.6,6998,1
13317,Wilkes County,GA,9.2,7735,3
13319,Wilkinson County,GA,12.7,6934,-1
13321,Worth County,GA,9.1,15787,0
15001,Hawaii County,HI,0,158312,0
15003,Honolulu County,HI,0,769692,14
15007,Kauai County,HI,0,56631,0
15009,Maui County,HI,0,131283,3
16001,Ada County,ID,53.9,369857,10
16003,Adams County,ID,37.5,3549,0
16005,Bannock County,ID,44.4,65104,4
16007,Bear Lake County,ID,43.1,4478,0
16009,Benewah County,ID,40.9,7245,0
16011,Bingham County,ID,41.8,32589,2
16013,Blaine County,ID,73.2,18163,0
16015,Boise County,ID,27.7,6551,0
16017,Bonner County,ID,37.5,36726,0
16019,Bonneville County,ID,45.3,82945,1
16021,Boundary County,ID,28.5,9429,1
16023,Butte County,ID,40.2,1966,0
16025,Camas County,ID,37.7,862,0
16027,Canyon County,ID,35.8,165731,7
16029,Caribou County,ID,34.7,5079,0
16031,Cassia County,ID,29.9,16443,1
16033,Clark County,ID,31.7,659,0
16035,Clearwater County,ID,34.8,7374,1
16037,Custer County,ID,40,3574,0
16039,Elmore County,ID,33.2,20550,2
16041,Franklin County,ID,35.8,9507,0
16043,Fremont County,ID,37.7,9869,0
16045,Gem County,ID,33.9,13979,0
16047,Gooding County,ID,35.1,11100,0
16049,Idaho County,ID,26.3,13446,0
16051,Jefferson County,ID,36.3,19816,5
16053,Jerome County,ID,35.5,16966,0
16055,Kootenai County,ID,38.4,128218,3
16057,Latah County,ID,48.9,32723,0
16059,Lemhi County,ID,42.1,6530,0
16061,Lewis County,ID,40.5,3007,1
16063,Lincoln County,ID,33.3,3898,0
16065,Madison County,ID,36.1,29212,1
16067,Minidoka County,ID,33.1,15022,1
16069,Nez Perce County,ID,42.7,31776,0
16071,Oneida County,ID,37.3,3247,0
16073,Owyhee County,ID,26.4,8816,2
16075,Payette County,ID,28.3,17756,1
16077,Power County,ID,48.7,5333,0
16079,Shoshone County,ID,38.8,10245,0
16081,Teton County,ID,56,9252,0
16083,Twin Falls County,ID,39.2,63074,1
16085,Valley County,ID,54.6,9310,0
16087,Washington County,ID,34.7,7888,0
17001,Adams County,IL,46.7,50674,5
17003,Alexander County,IL,23.9,4481,0
17005,Bond County,IL,41.6,13292,0
17007,Boone County,IL,44.8,40407,4
17009,Brown County,IL,27.6,5529,0
17011,Bureau County,IL,43.4,25754,1
17013,Calhoun County,IL,50.2,3783,0
17015,Carroll County,IL,53.6,11549,1
17017,Cass County,IL,48,9186,3
17019,Champaign County,IL,50.7,170397,4
17021,Christian County,IL,37.2,25804,0
17023,Clark County,IL,36.4,11998,1
17025,Clay County,IL,32.5,10200,0
17027,Clinton County,IL,45.7,29653,1
17029,Coles County,IL,35.1,41564,5
17031,Cook County,IL,52.7,4036995,333
17033,Crawford County,IL,40.6,14965,0
17035,Cumberland County,IL,30.8,8371,0
17037,DeKalb County,IL,41.7,82430,1
17039,De Witt County,IL,40.7,12346,4
17041,Douglas County,IL,38.4,14660,-1
17043,DuPage County,IL,59.5,715343,35
17045,Edgar County,IL,34.8,13694,1
17047,Edwards County,IL,33.8,4954,0
17049,Effingham County,IL,37.2,25870,0
17051,Fayette County,IL,24.9,16898,0
17053,Ford County,IL,44.3,10026,2
17055,Franklin County,IL,33.3,29993,6
17057,Fulton County,IL,44.5,27663,8
17059,Gallatin County,IL,43.2,3866,0
17061,Greene County,IL,36.3,10200,0
17063,Grundy County,IL,42.5,38268,5
17065,Hamilton County,IL,31.4,6343,0
17067,Hancock County,IL,40,14009,0
17069,Hardin County,IL,33.1,3152,0
17071,Henderson County,IL,39.6,5433,0
17073,Henry County,IL,49.5,38104,6
17075,Iroquois County,IL,40.4,21252,3
17077,Jackson County,IL,39.5,46322,1
17079,Jasper County,IL,31.6,7381,0
17081,Jefferson County,IL,33.8,29288,2
17083,Jersey County,IL,46.1,17324,1
17085,Jo Daviess County,IL,71.3,17257,0
17087,Johnson County,IL,28.6,10142,2
17089,Kane County,IL,49.3,399424,28
17091,Kankakee County,IL,38.2,85161,8
17093,Kendall County,IL,51.6,92730,5
17095,Knox County,IL,45,39785,14
17097,Lake County,IL,53.6,530369,28
17099,LaSalle County,IL,41.9,85538,9
17101,Lawrence County,IL,28.2,12711,0
17103,Lee County,IL,43.2,27412,0
17105,Livingston County,IL,36.5,27965,3
17107,Logan County,IL,40,23117,5
17109,McDonough County,IL,37.9,24559,5
17111,McHenry County,IL,49.5,236472,8
17113,McLean County,IL,48.7,135072,9
17115,Macon County,IL,41,80909,14
17117,Macoupin County,IL,42.9,35457,6
17119,Madison County,IL,46.4,205885,6
17121,Marion County,IL,35.7,28576,1
17123,Marshall County,IL,45,9119,1
17125,Mason County,IL,43.3,10570,3
17127,Massac County,IL,30.3,10796,0
17129,Menard County,IL,47.7,9565,0
17131,Mercer County,IL,50.3,12173,1
